userID,signUpSource,state,active,role,createdDate,lastLogin
600b477e7d983a124e9ae061,Email,WI,True,consumer,2021-01-22,
600f008f4329897eac237bd8,Email,WI,True,consumer,2021-01-25,2021-01-25
600ed4815edb7811cde6b50b,Email,WI,True,consumer,2021-01-25,2021-01-25
600f41b2bd196811e68ea219,Email,WI,True,consumer,2021-01-25,2021-01-25
600f20c15edb787dce060911,Email,WI,True,consumer,2021-01-25,
600f47f06fd0dc1768a34a12,Email,WI,True,consumer,2021-01-25,2021-01-25
600ed42e43298911ce45d1fa,Email,WI,True,consumer,2021-01-25,2021-01-25
600eea525edb7811cde6c81c,Email,WI,True,consumer,2021-01-25,
600ed48a5edb7811cde6b549,Email,WI,True,consumer,2021-01-25,2021-01-25
600fb1ac73c60b12049027bb,Email,WI,True,consumer,2021-01-26,2021-01-26
600fb1ec73c60b1204902af4,Email,WI,True,consumer,2021-01-26,2021-01-26
600fb1e4a4b74c120bd18777,Email,WI,True,consumer,2021-01-26,2021-01-26
6011f33173c60b1804ce1102,Email,WI,True,consumer,2021-01-27,2021-01-27
6011f43ba4b74c18d3a8ca01,Email,WI,True,consumer,2021-01-27,2021-01-27
6011f31ea4b74c18d3a8c476,Email,WI,True,consumer,2021-01-27,2021-01-27
6011f42773c60b1804ce1607,Email,WI,True,consumer,2021-01-27,2021-01-27
60118bcfa4b74c18d3a8c0d7,Email,WI,True,consumer,2021-01-27,2021-01-27
6010be65a4b74c120bd19edc,Email,WI,True,consumer,2021-01-27,2021-01-27
6010bddaa4b74c120bd19dfb,Email,WI,True,consumer,2021-01-27,2021-01-27
60118c0fa4b74c18d3a8c151,Email,WI,True,consumer,2021-01-27,2021-01-27
6010be6673c60b12049040ef,Email,WI,True,consumer,2021-01-27,2021-01-27
6010be6173c60b12049040d7,Email,WI,True,consumer,2021-01-27,2021-01-27
60132acb73c60b3ca7f3ba32,Email,WI,True,consumer,2021-01-28,2021-01-28
600f00d05edb787dce05fb84,Email,WI,True,consumer,2021-01-25,
60132b85a4b74c3cbc516295,Email,WI,True,consumer,2021-01-28,2021-01-28
60132b8b73c60b3ca7f3baee,Email,WI,True,consumer,2021-01-28,2021-01-28
600f19914329897eac238fef,Email,WI,True,consumer,2021-01-25,
6014558767804a1228b20d00,Email,WI,True,consumer,2021-01-29,2021-01-29
601465c567804a1228b20f89,Email,WI,True,consumer,2021-01-29,2021-01-29
60145a3c84231211ce796c5d,Email,WI,True,consumer,2021-01-29,2021-01-29
6014499c67804a1228b1f5b0,Email,WI,True,consumer,2021-01-29,2021-01-29
600f35015edb782098e2ac1b,Email,WI,True,consumer,2021-01-25,
60147001c8b50e11d8453c36,Email,WI,True,consumer,2021-01-29,2021-01-29
60145a5584231211ce796cac,Email,WI,True,consumer,2021-01-29,2021-01-29
6014319173c60b3ca7f3bf01,Email,WI,True,consumer,2021-01-29,2021-01-29
6014558467804a1228b20cf0,Email,WI,True,consumer,2021-01-29,2021-01-29
6014485b84231211ce793d79,Email,WI,True,consumer,2021-01-29,2021-01-29
601431c173c60b3ca7f3bf63,Email,WI,True,consumer,2021-01-29,2021-01-29
601465a884231211ce796db3,Email,WI,True,consumer,2021-01-29,2021-01-29
60145ff384231211ce796d51,Email,,True,consumer,2021-01-29,
60146f2ac8b50e11d8452661,Email,WI,True,consumer,2021-01-29,2021-01-29
6014658e67804a1228b20ef4,Email,WI,True,consumer,2021-01-29,2021-01-29
601442ce67804a1228b1dc41,Email,WI,True,consumer,2021-01-29,2021-01-29
601465a584231211ce796da5,Email,WI,True,consumer,2021-01-29,2021-01-29
60147d2ac8b50e11d8453f53,Email,OH,True,consumer,2021-01-29,
601890a99a1b091205b61ced,Email,WI,True,consumer,2021-02-01,2021-02-01
60183090c8b50e11d84549c0,Email,WI,True,consumer,2021-02-01,2021-02-01
60182f4ac8b50e11d8454946,Email,WI,True,consumer,2021-02-01,2021-02-01
60182d6dc8b50e11d84547b2,Email,WI,True,consumer,2021-02-01,2021-02-01
60183c579a1b091205b61a5f,Email,WI,True,consumer,2021-02-01,2021-02-01
60189c94c8b50e11d8454f6b,Email,WI,True,consumer,2021-02-02,2021-02-02
60189c74c8b50e11d8454eff,Email,WI,True,consumer,2021-02-02,2021-02-02
60189c88c8b50e11d8454f2f,Email,WI,True,consumer,2021-02-02,2021-02-02
60189c859a1b091205b61de1,Email,WI,True,consumer,2021-02-02,2021-02-02
60186237c8b50e11d8454d5f,Email,,True,consumer,2021-02-01,
601ac1da591789121574dc07,Email,WI,True,consumer,2021-02-03,2021-02-03
60183e6c9a1b091205b61b49,Email,SC,True,consumer,2021-02-01,
601ac195af4b1a1205f7560f,Email,WI,True,consumer,2021-02-03,2021-02-03
601c6887969c0b11f7d0c81f,Email,WI,True,consumer,2021-02-04,2021-02-04
601c68d229c30a1227ada484,Email,WI,True,consumer,2021-02-04,2021-02-04
601c2c05969c0b11f7d0b097,Email,WI,True,consumer,2021-02-04,2021-02-04
601c2c6a29c30a1227ad93bd,Email,WI,True,consumer,2021-02-04,2021-02-04
55308179e4b0eabd8f99caa2,,WI,True,consumer,2015-04-17,2018-05-07
60217fa799409b11fcf899fe,Email,WI,True,consumer,2021-02-08,
602176c9b57b8a12187fe77e,Email,WI,True,consumer,2021-02-08,2021-02-08
602176a3b57b8a12187fe717,Email,WI,True,consumer,2021-02-08,2021-02-08
6022998599409b11fcf89c53,Email,WI,True,consumer,2021-02-09,2021-02-09
60229990b57b8a12187fe9e0,Email,WI,True,consumer,2021-02-09,2021-02-09
59c124bae4b0299e55b0f330,,WI,True,fetch-staff,2017-09-19,2021-02-08
6024399defa60112282c0ac9,Email,WI,True,consumer,2021-02-10,2021-02-10
5f2068904928021530f8fc34,Email,WI,True,fetch-staff,2020-07-28,2021-02-04
602558b1efa60114d20e5dc7,Email,WI,True,consumer,2021-02-11,2021-02-11
602538adb54593795bf692ac,Email,WI,True,consumer,2021-02-11,2021-02-11
60255883efa60114d20e5d4e,Email,WI,True,consumer,2021-02-11,2021-02-11
602558adb5459313e1e9b7ce,Email,WI,True,consumer,2021-02-11,2021-02-11
6025388fb54593795bf69234,Email,WI,True,consumer,2021-02-11,2021-02-11
5fb0a078be5fc9775c1f3945,Google,AL,True,consumer,2020-11-15,
60268c7aefa6011bb1510786,Email,WI,True,consumer,2021-02-12,2021-02-12
5a43c08fe4b014fd6b6a0612,,,True,consumer,2017-12-27,2021-02-12
60268c69efa6011bb151075f,Email,WI,True,consumer,2021-02-12,2021-02-12
5fbc35711d967d1222cbfefc,Email,,True,fetch-staff,2020-11-23,2021-02-26
5fc961c3b8cfca11a077dd33,Email,NH,True,fetch-staff,2020-12-03,2021-02-26
5fa41775898c7a11a6bcef3e,Email,,True,fetch-staff,2020-11-05,2021-03-04
5fa32b4d898c7a11a6bcebce,Google,AL,True,fetch-staff,2020-11-04,2021-03-04
5964eb07e4b03efd0c0f267b,,IL,True,fetch-staff,2017-07-11,2021-03-04
54943462e4b07e684157a532,,,True,fetch-staff,2014-12-19,2021-03-05
