userID,signUpSource,state,active,role,createdDate,lastLogin
5ff1e194b6a9d73a3a9f1052,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1eacfcf6c399c274ae6,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1e8cfcf6c399c274ad9,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1b7cfcf6c399c274a5a,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1f1cfcf6c399c274b0b,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1e4cfcf6c399c274ac3,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff1e1b4cfcf6c399c274a54,Email,WI,True,consumer,2021-01-03,2021-01-03
5ff370c562fde912123a5e0e,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36d0362fde912123a5535,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36d83135e7011bcb864d6,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36c8862fde912123a538a,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36be7135e7011bcb856d3,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36a3862fde912123a4460,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff36c8e135e7011bcb85da4,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff3711e62fde912123a620e,Email,WI,True,consumer,2021-01-04,2021-01-04
5ff4ce33c3d63511e2a484b6,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff473e7c1e2d0121a9b2697,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff47392c3d63511e2a47881,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff4ce91c1e2d0121a9b3057,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff4ce3dc3d63511e2a484dc,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff4ce34c3d63511e2a484ba,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff4ce3ac1e2d0121a9b2fb3,Email,WI,True,consumer,2021-01-05,2021-01-05
5ff5d15aeb7c7d12096d91a2,Email,WI,True,consumer,2021-01-06,2021-01-06
5ff5d1a38f142f11dd1886ba,Email,WI,True,consumer,2021-01-06,2021-01-06
5ff5d1d08f142f11dd18884c,Email,WI,True,consumer,2021-01-06,2021-01-06
5ff7264e8f142f11dd189504,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff7401ceb7c7d31ca8a46e0,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff73bea8f142f3276c3e84a,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff74f3db3348b11c93361d1,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff73b90eb7c7d31ca8a452b,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff7930fb3348b11c93372a6,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff7268eeb7c7d12096da2a9,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff726a0eb7c7d12096da2db,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff793dd04929111f6e90c69,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff7949eb3348b11c93373d2,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff7268c8f142f11dd189579,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff616a68f142f11dd189163,Email,KY,True,consumer,2021-01-06,
5ff79464b3348b11c933738b,Email,WI,True,consumer,2021-01-07,2021-01-07
5ff8c241b3348b11c93379fc,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8ce8504929111f6e913cb,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff873d1b3348b11c9337716,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff873ef04929111f6e910f0,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8c4e8b3348b11c9337a11,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8da28b3348b11c9337ac6,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8da7db3348b11c9337b6a,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff873ddb3348b11c9337733,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8a11db3348b11c93378aa,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8d634b3348b11c9337aa4,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8c330b3348b11c9337a04,Email,WI,True,consumer,2021-01-08,2021-01-08
5ff8da7eb3348b11c9337b72,Email,WI,True,consumer,2021-01-08,2021-01-08
5ffcb47d04929111f6e9256c,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffc8ff9b3348b11c9338896,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffc8f9704929111f6e922bf,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffc9001b3348b11c93388b6,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffcb4bc04929111f6e92608,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffc9d87b3348b11c9338920,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffc9d9f04929111f6e92456,Email,WI,True,consumer,2021-01-11,2021-01-11
5ffca30604929111f6e92525,Email,WI,True,consumer,2021-01-11,2021-01-11
5fff0f9804929101d0ab0697,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff0f4fb3348b03eb45abb0,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff4beedf9ace121f0c17ea,Email,WI,True,consumer,2021-01-13,2021-01-13
5ffe115404929101d0aaebb2,Email,AL,True,consumer,2021-01-12,
5fff55dabd4dff11dda8f5f1,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff26bab3348b03eb45bb22,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff4c7461ffa811fdb0854c,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff26bfb3348b03eb45bb32,Email,WI,True,consumer,2021-01-13,2021-01-13
5fff26f2b3348b03eb45bbb9,Email,WI,True,consumer,2021-01-13,2021-01-13
6000d4bae2571211db395b9f,Email,WI,True,consumer,2021-01-14,2021-01-14
600056a3f7e5b011fce897b0,Email,WI,True,consumer,2021-01-14,2021-01-14
6000d46cfb296c121a81b20c,Email,WI,True,consumer,2021-01-14,2021-01-14
6000b7aefb296c121a8198b1,Email,WI,True,consumer,2021-01-14,2021-01-14
60005709bd4dff11dda90ac1,Email,WI,True,consumer,2021-01-14,2021-01-14
5e27526d0bdb6a138c32b556,Google,WI,True,consumer,2020-01-21,
6000d4abe2571211db395b5c,Email,WI,True,consumer,2021-01-14,2021-01-14
600056d6bd4dff11dda90a3f,Email,WI,True,consumer,2021-01-14,2021-01-14
60005704bd4dff11dda90a9d,Email,WI,True,consumer,2021-01-14,2021-01-14
6002475cfb296c121a81b98d,Email,WI,True,consumer,2021-01-16,
60024f24e257124ec6b99a13,Email,WI,True,consumer,2021-01-16,
60037329e257124ec6b99eeb,Email,WI,True,consumer,2021-01-16,
6000b75bbe5fc96dfee1d4d3,Email,AL,True,consumer,2021-01-14,
6002541ae257124ec6b99a3a,Email,WI,True,consumer,2021-01-16,
600258dafb296c4ef805d9b7,Email,WI,True,consumer,2021-01-16,
60025c65fb296c4ef805d9e6,Email,WI,True,consumer,2021-01-16,
60037005e257124ec6b99ec2,Email,WI,True,consumer,2021-01-16,
60023de5fb296c121a81b955,Email,CO,True,consumer,2021-01-16,
60049cdce257124ec6b9a353,Email,WI,True,consumer,2021-01-17,
60025fe0e257124ec6b99a87,Email,WI,True,consumer,2021-01-16,
600498c4e257124ec6b9a331,Email,WI,True,consumer,2021-01-17,
6004a5d3fb296c4ef805e256,Email,WI,True,consumer,2021-01-17,
60037a94fb296c4ef805ddbe,Email,WI,True,consumer,2021-01-16,
600495c3fb296c4ef805e1fc,Email,WI,True,consumer,2021-01-17,
6004a965e257124ec6b9a39f,Email,WI,True,consumer,2021-01-17,
6007464b6e64691717e8c1f0,Email,WI,True,consumer,2021-01-19,2021-01-19
600741d06e6469120a787853,Email,WI,True,consumer,2021-01-19,2021-01-19
600748196e64691717e8d4f0,Email,WI,True,consumer,2021-01-19,2021-01-19
600746fd6e64691717e8cfb5,Email,WI,True,consumer,2021-01-19,2021-01-19
60074b49325c8a1794623876,Email,WI,True,consumer,2021-01-19,2021-01-19
60074b996e64691717e8f11a,Email,WI,True,consumer,2021-01-19,2021-01-19
60074246325c8a12289e22a0,Email,WI,True,consumer,2021-01-19,2021-01-19
60074883325c8a1794622a12,Email,WI,True,consumer,2021-01-19,2021-01-19
6006f786fb296c7f688530f8,Email,AL,True,consumer,2021-01-19,
60088d55633aab121bb8e41a,Email,WI,True,consumer,2021-01-20,2021-01-20
6008893b633aab121bb8e0a9,Email,WI,True,consumer,2021-01-20,2021-01-20
60083a1e325c8a17946255de,Email,WI,True,consumer,2021-01-20,2021-01-20
6008896c633aab121bb8e11d,Email,WI,True,consumer,2021-01-20,
60086a09b6310511daa4e1e9,Email,WI,True,consumer,2021-01-20,2021-01-20
60088e5d633aab121bb8e5cf,Email,WI,True,consumer,2021-01-20,2021-01-20
60085b3dbe5fc90ee6a67b11,Email,WI,True,consumer,2021-01-20,2021-01-20
60088e44b6310511daa4ef80,Email,WI,True,consumer,2021-01-20,2021-01-20
60088d84633aab121bb8e4a6,Email,WI,True,consumer,2021-01-20,2021-01-20
6008873eb6310511daa4e8eb,Email,WI,True,consumer,2021-01-20,2021-01-20
60086978633aab121bb8c895,Email,WI,True,consumer,2021-01-20,2021-01-20
60088a25b6310511daa4ec42,Email,WI,True,consumer,2021-01-20,2021-01-20
6008622ebe5fc9247bab4eb9,Email,WI,False,consumer,2021-01-20,2021-01-20
6008897ab6310511daa4ebdc,Email,WI,True,consumer,2021-01-20,2021-01-20
60088a46b6310511daa4ec97,Email,WI,True,consumer,2021-01-20,2021-01-20
600987d77d983a11f63cfa92,Email,WI,True,consumer,2021-01-21,2021-01-21
6008f02fb6310511daa4f314,Email,IL,True,consumer,2021-01-21,
600988557d983a11f63d08ef,Email,WI,True,consumer,2021-01-21,2021-01-21
6009885c50b33111fd61eee9,Email,WI,True,consumer,2021-01-21,2021-01-21
6009e60450b3311194385009,Email,WI,True,consumer,2021-01-21,
6008d447b6310511daa4f281,Email,WI,True,consumer,2021-01-21,
60099c1450b33111fd61f702,Email,WI,True,consumer,2021-01-21,
6008e9cdb6310511daa4f2e4,Email,IL,True,consumer,2021-01-21,
600a03e17d983a124e9adb0f,Email,WI,True,consumer,2021-01-21,
600992d17d983a11f63d11ad,Email,WI,True,consumer,2021-01-21,
